Código,Descripción,Stock
4744,PANDERETA DOBLE 25cm REF. 4744-099,1,00 
4758TXTA,BOLSO BANDOLERA NEGRO SOL, Y FIGURAS,0,00 
4785,TRIÁNGULO HONSUY MEDIANO,0,00 
478SM,PANDERETA DOBLE, SONAJA ACERO INOXIDABLE, 17CM,2,00 
4801050,SOPORTE ARMÓNICA MDS-D800N TCM,0,00 
481rot45,TORNILLO TOPE BIELA BOMBARDINO ROTT,0,00 
481ROT46,TUERCA BIELA CILINDRO BOMBARDINO ROTT,0,00 
48200,MAZA BOMBO ESCUELA,0,00 
48250,MAZAS CARRILLÓN HONSUY (PAREJA),0,00 
48350,MAZA XILOFONO ARILLO DE FIELTRO HONZUY,0,00 
48360,MAZA METALOFONO ARILLO DE GOMA HONSUY,0,00 
48450,MAZA XIL/METL BOLA FIELTRO MOD.48450,0,00 
4901780527434,AURICULARES DIADEMA SONY V150,0,00 
49040,CARRILLON SOPRANO HONSUY DO/LA DIAT.SUCUPIRA,0,00 
49060,XILÓFONO ALTO DO/LA HONSUY 49060 SUCUPIRA,0,00 
49080,XILÓFONO SOPRANO HONSUY DO/LA DIAT.SUCUPIRA,0,00 
49210,METALOFONO BAJO (do/la diatónico),0,00 
4922,ESTUCHE OBOE ORTOLÁ. REF 9188,0,00 
4923929222154,PEGATINAS BRILLANTINA ESTRELLAS,CORAZONES,...,0,00 
4923929222185,PEGATINAS CORAZONES CON PIANO,0,00 
49240,METALOFONO SOPRANO HONSUY DO/LA DIAT.SUCUPIRA,0,00 
4928,ESTUCHE UKELELE SOPRANO MADERA,0,00 
4939334135156,ARMÓNICA SUZUKI DO M. 1072,0,00 
4939334144523,SOPORTE ARMÓNICA SUZUKI,0,00 
4944465536086,SOPORTE GUITARRA GITANO,0,00 
4949,SET 2 LÁPICES,ESTUCHE,BOLIS...,0,00 
4950PUVI,MUÑEQUERA VIOLÍN / VIOLA 4950PUVI,0,00 
4957812018371,FLAUTA DULCE TRANSPARENTE AZUL. YAMAHA,0,00 
4957812018388,FLAUTA DULCE TRANSPARENTE VERDE. YAMAHA,0,00 
4957812018395,FLAUTA DULCE TRANSPARENTE ROSA. YAMAHA,0,00 
4957812030151,FLAUTA PICCOLO YAMAHA YRN 21,0,00 
4957812553995,TUNING SLIDE OIL YAMAHA,0,00 
4957812554022,KEY OIL MEDIUM YAMAHA,0,00 
4957812554046,ACEITE ROTOR SINTÉTICO (EJES Y CILINDROS) YAMAHA,1,00 
4959112023123,METRÓNOMO KORG MA-30,0,00 
4959112028593,METRÓNOMO KORG ERGONÓMICO DIGITAL MM-2,0,00 
4959112034754,AFINADOR KORG GUITARRA BAJO GA-40,0,00 
4959112038066,AFINADOR KORG CROMATICO CA-30,0,00 
4959112038073,AFINADOR GUITARRA Y BAJO GA-30,0,00 
4959112057623,MULTIEFECTO VOX AMPLUG AC30,0,00 
4959112057630,AMPLUG VOX CLASSIC ROCK,0,00 
4959112068940,AFINADOR KORG AW-2G PARA GUITARRA,0,00 
4959112069312,AFINADOR CROMÁTICO KORG CA-1 MULTI-INSTRUMENTO,0,00 
4959112069329,AFINADOR CROMÁTICO KORG GA-1 GUITARRA Y BAJO,0,00 
4959112072831,AFINADOR CROMÁTICO KORG AW-2 MULTI-INSTRUMENTO,0,00 
4959112075689,METRÓNOMO KORG MICROMETRO (ROJO Y AZUL) MCM-1,0,00 
4959112076310,KORG MONOTRON SINTETIZADOR,0,00 
4959112078550,MULTIEFECTO VOX AMPLUG JOE SATRIANI,0,00 
4959112079304,METRÓNOMO KORG MA-1 NEGRO/ROJO,0,00 
4959112080386,METRÓNOMO KORG MA-1,0,00 
4959112080973,AFINADOR GUITARRA PINZA KORG PC1,0,00 
4959112081048,MODULO SINTETIZADOR NANOKEY 2 (NEGRO),0,00 
4959112095762,AFINADOR+METRÓNOMO KORG TM50,0,00 
4959112096837,METRONÓMO CON AFINADOR Y GRABADOR. KORG TMR-50,0,00 
4959112096929,METRÓNOMO / AFINADOR KORG TM 50PW,0,00 
4959112103221,AFINADOR GUITARRA PINZA KORG HT-G1,0,00 
4959112103238,AFINADOR GUITARRA PINZA KORG HT-G2,0,00 
4959112106512,MICRÓFONO KORG CM-200 (DE CONTACTO) PARA AFINADORE,0,00 
4959112127630,AFINADOR GUITARRA IMANTADO. KORG,0,00 
4959112135949,AFINADOR CROMÁTICO KORG CA-2,6,00 
4959112159136,AFINADOR KORG GA-2,2,00 
4959112172357,AFINADOR/METRONOMO KORG TM-60,1,00 
4959112172364,METRONOMO/AFINADOR KORG TM-60,0,00 
4959112177376,METRONOMO MA-2 NEGRO Y AZUL,0,00 
4959112179127,MICROFONO AFINADOR KORG CM-300 NEGRO ,0,00 
4959112179134,MICROFONO AFINADOR KORG CM-300 ROJO,0,00 
4959112179141,MICROFONO AFINADOR KORG CM-300 BLANCO,1,00 
4959112184336,METRONOMO MA-2 NEGRO Y ROJO,0,00 
4959112191570,METRONOMO/AFINADOR KORG TM-60 ROJO,0,00 
4959TXMF,GAMUZA PARA LIMPIAR INSTRUMENTOS (NOTAS),1,00 
4960693032831,BOQUILLA SAXO ALTO YAMAHA 4C ,0,00 
4960693033920,COMPENSADOR YAMAHA SOFT 0.5,0,00 
4971850314929,TECLADO CASIO CT-S200 CASIOTONE NEGRO,0,00 
4971850314943,TECLADO CASIOTONE CT-200 ROJO,0,00 
4971850347972,ADAPTADOR CASIO AD-E95100LG,0,00 
4971850393191,ADAPTADOR AD-5,0,00 
49BWHT,FUNDA GUITARRA CLASICA 49-B NEGRA/BLANCA,0,00 
5001,GUARDAPUAS DUNLOP SCOTTY´S 5001,0,00 
5001003,"LIMA UÑAS ""LISA""",0,00 
5006,CORDÓN GUIT.CLÁSICA CON DOS GANCHOS,0,00 
5019068085138,PILA BOTÓN PANASONIC 3 VOLTIOS CR2032,0,00 
5020679105689,30 ESTUDIOS DE GUITARRA.FERNANDO SOR.UNIÓN MUSICAL,1,00 
5020679144398,SET BOLÍGRAFO + PORTAMINAS (BLANCO Y PLATA),0,00 
5020679500095,MALAGUEÑA Nº 3 DE ESPAÑA OP.165 ALBÉNIZ,0,00 
5020679503140,DANZAS ESPAÑOLAS PARA PIANO,0,00 
5020679503157,EL PELELE (GOYESCA). GRANADOS,0,00 
5020679505793,25 ESTUDIOS MELÓD.PROGR. OP.60.CARCASSI.GUITARRA,0,00 
5020679507490,TURINA - LA ORACIÓN DEL TORERO ,0,00 
5020679512111,SOLEÁ, DAME LA MANO,0,00 
5020679577202,15 ESTUDIOS PARA CLARINETE. LANCELOT,0,00 
5020679578780,TAZA CON TAPA (NOTAS),0,00 
5020679578797,TAZA CON TAPA (PENTAGRAMA),0,00 
5020679578803,TAZA CON TAPA (PIANO),0,00 
5020679584644,ESTUCHE LÁPICES DE COLORES,0,00 
5020679595763,ON WINGS OF SONG.MENDELSSOHN,0,00 
5023,TENSOR VIOLÍN PLATEADO 3/4 - 4/4,2,00 
502AK,SOPORTE TECLADO SIMPLE,3,00 
5031,CORTACAÑAS CORDIER CLARINETE 5031,0,00 
5035,TENSOR VIOLÍN NEGRO 4/4 - 3/4,9,00 
5036678000412,LIMPIADOR INSTRUMENTOS ARCO HILL,0,00 
5036678000498,LÁMPARA DOBLE TGI PARA ATRILES,0,00 
5036678000542,RESINA HIDERSINE DE LUXE CELLO       ,0,00 
5036678000566,RESINA CELLO HIDERSINE,0,00 
5036678002447,AFINADOR PINZA TGI 23,0,00 
5036678003260,RESINA HIDERSINE VIOLIN 3V,0,00 
5036678003307,RESINA VIOLÍN HIDERSINE CLARA,0,00 
5036678003314,RESINA HIDERSINE DELUXE VIOLIN,0,00 
5036678003338,RESINA VIOLÍN HILL OSCURA,0,00 
5036678003345,RESINA VIOLÍN HILL CLARA,0,00 
5036678081428,METRÓNOMO AFINADOR TGI 99B,0,00 
5036678090093,BAQUETAS PROMUCO OAK NYLON TIP 5B - 1803N5B,2,00 
5036678090154,BAQUETAS PROMUCO MAPLE 5A,0,00 
5036678090161, BAQUETAS PROMUCO MAPLE 5B,5,00 
5036678090369,ESCOBILLA BAQUETA PROMUCO ACERO,1,00 
5036678090376,ESCOBILLA BAQUETA PROMUCO NYLON,1,00 
5036678104479,CABLE JACK-JACK 3MT,0,00 
5036678104486,CABLE JACK-JACK 6 MTS,0,00 
5036678107562,VALVE OIL CHAMPION CHV1M,4,00 
5036678109177,Valve Oil Premium Synthetic Light Champion CHV3M,3,00 
5036678109337,SORDINA TROMPETA CHTM3,1,00 
5036678114485,Key Oil Champion CHKO1M,3,00 
5036678115260,SORDINA TROMPETA CHTM3X,1,00 
5036678115741,BOQUILLA TROMPETA 7C CHAMPION CHMPTP1,14,00 
5036678117189,RESINA VIOLA HIDERSINE,3,00 
5036678119169,BAQUETAS PROMUCO OAK NYLON TIP 7A - 1803N7A,3,00 
5036678122084,Valve Oil Premium Synthetic Light Champion CHV3M,3,00 
5036678122107,Valve Oil Premium Synthetic Regular Champion CHV4,3,00 
5037,TENSOR VIOLÍN NEGRO/DORADO,5,00 
5050127058571,FUNDA VIOLONCHELO STENTOR 1/2,0,00 
5051547079016,BOOM WACKER TUBES,0,00 
5055038401539,SERVILLETAS NEGRO/PLATA CLAVE DE SOL,0,00 
5055038402079,CORBATA SEDA NEGRO MOZART,0,00 
5055038402093,PAJARITA SEDA NEGRA MOZART,0,00 
5055038404080,CORBATA SEDA BLANCA MOZART,0,00 
5055038404103,PAJARITA SEDA BLANCA MOZART,0,00 
5055038404356,TAZA CERAMICA CLAVE DE SOL MUG02,0,00 
5055038441474,ALFOMBRILLA ORDENADOR PENTAGRAMA,0,00 
5055038441481,ALFOMBRILLA ORDENADOR CLAVE DE SOL,0,00 
5055038443614,POSAVASOS REDONDO BLANCO PENTAGRAMA (2 UNID),0,00 
5055038445045,GEMELOS PLATEADOS CLAVE DE SOL,0,00 
5055038445069,GEMELOS PLATEADOS ,0,00 
5055964107246,UKELELE SOPRANO OCTOPUS MORADO SOMBREADO,0,00 
5056318304922,UKELELE SOPRANO OCTOPUS UK205-BKS NEGRO,0,00 
5056318304946,UKELELE SOPRANO OCTOPUS UK205-RDS ROJO,0,00 
5056318307305,UKELELE SOPRANO OCTOPUS AZUL CIELO,0,00 
5056318307336,UKELELE SOPRANO OCTOPUS UK205-PUBS PÚRPURA,0,00 
5060149333327,TAZA BLANCA CON TECLADO (ENVEJECIDO),0,00 
5060149337066,TAZÓN CON NOTAS MUSICALES (NEGRO Y AZUL),0,00 
5060149337073,TAZÓN CON CUCHARA (NEGRO Y AZUL),1,00 
5060149337103,TAZÓN NEGRO CON CUCHARA (FONDO VERDE),0,00 
5060149337110,TAZÓN NEGRO CON CUCHARA (FONDO AMARILLO),0,00 
5060149338933,TAZA CON CUCHARA, NOTAS MUSICALES Y VIOLIN,0,00 
5060299174887,AMPLIFICADOR COMBO CRUSH 20,0,00 
5060349481521,UKELELE OCTOPUS SOPRANO UK-200 NEGRO,0,00 
5060349481538,UKELELE SOPRANO OCTOPUS AZUL CLARO,0,00 
5060349481552,UKELELE SOPRANO OCTOPUS VERDE,0,00 
5060349481583,UKELELE SOPRANO OCTOPUS ROJO,0,00 
5063,FUNDA 4 BOQUILLAS TROMBÓN,0,00 
5089,MANOPLA TROMPETA (PISTONES)PIEL,0,00 
5101715,VIOLIN 1/8 KINGLOS DECORADO,0,00 
5101K,DESAGÜE COMPLETO TROMPETA/TROMPA SEIBOLD,0,00 
5102955,JUEGO CUERDAS VIOLÍN 1/2 - 3/4 PIRASTRO CHROMCOR,0,00 
5103115,CUERDA 1ª VIOLÍN PIRASTRO PIRANITO 615140 3/4-1/2,0,00 
5103116,CUERDA 2ª VIOLÍN PIRASTRO PIRANITO 615740 3/4-1/2,0,00 
5104536,CUERDA 3ª CELLO LARSEN WOLFRAMIO. MEDIA,0,00 
5104537,CUERDA 4ª CELLO LARSEN WOLFRAMIO. MEDIA,0,00 
5104901,ARCO VIOLÍN KARPATHI P22V 4/4,0,00 
5104902,ARCO VIOLÍN KARPATHI P22V 3/4,0,00 
5104903,ARCO VIOLÍN 1/2 KARPATHI,0,00 
5104923,ARCO CELLO 1/2 KARPATHI P-22C,0,00 
5105120,KIT LIMPIEZA INSTRUMENTOS ARCO LOSTEIN KP-021,0,00 
5105320,PUENTE VIOLA AUBERT ETUDE #5 46MM PREPARADO,2,00 
5106,ALMOHADILLA VIOLÍN 1/4 KUN ORIGINAL 100.NEGRA,0,00 
5106025,PATILLA EXTRA LARGA KUN 311-MXL,1,00 
5106026,PATILLA LARGA 311-ML RECAMBIO KUN,0,00 
512,FUNDA DOS CORNETAS REF.242 AMB,0,00 
5120,FUNDA BOMBO 56x27 33mm CB,0,00 
5145,"GUITARRA INFANTIL 30"" G130 ORTOLÁ",0,00 
514N,ATRIL TROMBÓN VARAS ARG,0,00 
5168,GOLPEADOR ELECTRO ESTÁTICO DOS PIEZAS TRANSPARENTE,0,00 
52002,PESTAÑA OBOE METAL PLANA EN PUNTA,4,00 
52003,TUDEL OBOE GLOTIN,0,00 
5200300,PALA OBOE GLOTIN,0,00 
5200672,BOQUILLERO SAXO ALTO LUCIEN CP-15 PLATEADO,0,00 
5200862,JUEGO ZAPATILLAS CLARINETE BUFFET DCL-20 PREMIUM D,0,00 
5200883,LAMINA FIELTRO VERDE PISONI 300X100X1´0 MM PF-10G,0,00 
5200884,LAMINA FIELTRO VERDE PISONI 300X100X1´5 MM PF-15G,0,00 
5200886,LÁMINA FIELTRO VERDE PISONI 300X100X2´0 MM PF-20G,0,00 
5200924,GUARDACAÑAS OBOE PISONI 3 UNIDADES,0,00 
5200925,GUARDACAÑAS OBOE PISONI 4 UNIDADES,0,00 
5201,CAÑA FAGOT GLOTIN,0,00 
5201899,GRASA PARA VARAS SCHILKE,0,00 
5201913,BOQUILLA HONSUY CORNETA H1 METACRILATO,0,00 
5201921,BOQUILLA HONSUY H-4 PLATEADA,0,00 
5201924,BOQUILLA HONSUY H-5 PLATEADA,0,00 
5203,FUNDA TECLADO 133x29x18 (25mm),0,00 
5299,SOPORTE PARA 3 GUITARRAS EN LÍNEA ORTOLÁ,0,00 
5301,SOPORTE 6 GUITARRAS ORTOLÁ GST105Q,0,00 
5307,"TAMBOR INFANTIL DB0068 8""x6""",0,00 
5308,"CAJA INFANTIL 8""X5"" BORDONERO. db0089",0,00 
5309,"TAMBOR INFANTIL 12""X5"" COLORES 6 DIVISIONES",0,00 
5310,"CAJA INFANTIL 12""x4"" DB0093",0,00 
5311,"CAJA INFANTIL 12""X4"" BORDONERO. db0095",0,00 
5314,"TAMBOR INFANTIL DB 10""x4"" db0101",0,00 
5314010322951,TECLADO CASIOTONE CT-S200 BLANCO,0,00 
5333,"BAQUETA TAMBOR NEGRO ""V"" REF 03259",0,00 
5353,RESINA CONTRABAJO PETZ MOD.5353 MEDIA,0,00 
5366,RESINA CELLO PETZ MOD.5366 SOLOIST CLARO,0,00 
5375,LIMPIADOR RESINA PETZ ROSIN REMOVER,0,00 
5380,Abrillantador Petz Polish,2,00 
5402,ALMOHADILLA ESTILO KUN VIOLÍN 3/4-4/4,0,00 
5410339,BOLSA GUITARRAS ELÉCTRICAS 2,1,00 
5410341,BOLSA GUITARRAS ELÉCTRICAS 4,0,00 
5410345,BOLSA GUITARRA ELÉCTRICA 8,0,00 
5414428062239,ARMÓNICA TREMOLO EN DO,16 ABERTURAS,32 TONOS,0,00 
5414428149206,KIT PERCUSIÓN NIÑO CAJA PLÁSTICO,0,00 
5414428161321,PINZA MICRO CON PINZA,0,00 
543541,SORDINA CONTRABAJO TOURTE 543541,2,00 
543711,SORDINA ULTRA GOMA PEINE VIOLIN,0,00 
543721,SORDINA ULTRA GOMA PEINE VIOLA,0,00 
544041,QUITALOBOS CONTRABAJO,0,00 
5442,FUNDA CAJA 42x14,0,00 
5500016,MUELLE PISTÓN TROMPETA STD.TR300/TR200,0,00 
550S,FLISCORNO JMICHAEL 550S PLATEADO,0,00 
5523,FUNDA BOMBO 66x30 10MM,0,00 
5527,FUNDA CAJA 34x16 SIN ACOLCHAR,0,00 
5528,FUNDA CAJA 39x17 CB SIN ACOLCHAR,0,00 
5530,FUNDA BOMBO 50x34 SIN ACOLCHAR,0,00 
5544,BRAZO PLATO CON ABRAZADERA STANDARD,0,00 
55502,BOMBO MARCHA 50x20 CROME NP,0,00 
5576,BANDOLERA ESTUCHE DE GUITARRA ACOLCHADA,0,00 
5577,SOPORTE PLATOS AL BOMBO,0,00 
55CR-6020,BOMBO MARCHA CROME 60x20 ,0,00 
5600300280086,GOMA DE BORRAR TECLADO,0,00 
5600300280093,GOMA DE BORRAR VIOLÍN,0,00 
5600300280161,LIBRETA A5 MOTIVOS MUSICALES,1,00 
5600300280178,LIBRETA CON MOTIVOS MUSICALES EN COLOR,1,00 
5600300280215,ESTUCHE CON MOTIVO MUSICAL (PARTITURA),0,00 
5600300280260,ESTUCHE CON MOTIVO MUSICAL (SAXOFON),0,00 
5600300280345,DELANTAL,0,00 
5600300280604,BOLSO CON MOTIVOS MUSICALES PIANO,1,00 
5600300280697,BOLSA DE TELA ROJA MOTIVOS MUSICALES,1,00 
5600300280710,BOLSA DE TELA BLANCA CON PARTITURA,0,00 
5600300280772,BOLSA DE COMPRA PLEGABLE,0,00 
5600300281281,NECESER DE BAÑO + TOALLA,1,00 
5600300281304,BOLSA TERAPEUTICA,0,00 
5600300281625,MOCHILA IMPERMEABLE,0,00 
5600300281663,BOLSA NEGRA TAKE A REST,1,00 
5600300281670,BOLSA BEIG BREAK A LEG,0,00 
5600300281687,MOCHILA JAPONESA CON  NUDO,2,00 
5600300282684,MASCARILLA NEGRA MUSIC GIFT,0,00 
5600300282691,MASCARILLA BLANCA MUSIC GIFT,0,00 
5713529000790,JUEGO CUERDAS CELLO JARGAR 4/4,1,00 
5713529001025,CUERDA CELLO LA JARGAR 3/4 azul,4,00 
5713529001063,JUEGO CUERDAS CELLO 3/4 JARGAR YOUNG TALENT,1,00 
5713529001094,CUERDA SOL CELLO 1/2 JARGAR,1,00 
5751,ATRIL RABO CORTO ORTOLA,0,00 
5753,ATRIL CLARINETE CON ARGOLLA ORTOLÁ,0,00 
5754,ATRIL TROMPETA,0,00 
5755,ATRIL MARCHA TROMBÓN ORTOLÁ,0,00 
5756,ATRIL FLAUTA TRAVESERA CON CORREA ORTOLÁ,0,00 
5757,ATRIL SAXO ALTO CORTO ORTOLÁ,2,00 
5758,ATRIL TROMPETA CON PINZA ORTOLÁ,0,00 
5790,VARILLA CROMADA COMPLETA DE 40cm REF. 07386,0,00 
5818,KIT LIMPIEZA DE SAXO,0,00 
5842,CRÓTALOS 03135,0,00 
5856,REDOBLANTE CHICOTA 35x20 LD4728,0,00 
5859,REDOBLANTE CHICOTA 35x16 REF LD.4706,0,00 
5870,"PARCHE 10"" UT REMO AMBASSADOR BLANCO",0,00 
5871,"PARCHE 12"" UT REMO AMBASSADOR BLANCO",1,00 
5873,"PARCHE 14"" AMBASSADOR BLANCO AUT-0214-BA",0,00 
5874,"PARCHE 15"" UT REMO BLANCO LISO",0,00 
5876,"PARCHE 18"" UT REMO BLANCO LISO",3,00 
5877,"PARCHE 20"" UT REMO BLANCO LISO",0,00 
5878,"PARCHE 22"" UT REMO AMBASSADOR BLANCO LISO",0,00 
5884,"PARCHE 14"" UT REMO AMBASSADOR GRANULADO AUT-0114-B",0,00 
5885,"PARCHE 15"" RUGOSO REMO UT",0,00 
5886,"PARCHE 16"" UT REMO RUGOSO",0,00 
5889,"PARCHE 22"" UT REMO RUGOSO",0,00 
5892,"PARCHE 12"" UT AMBASSADOR BORDONERO",1,00 
5893,"PARCHE 13"" UT AMBASSADOR BORDONERO 5893-099",1,00 
5894,"PARCHE 14"" UT REMO RESONADOR TRANSPARENTE",0,00 
5895,"PARCHE 15"" RESONADOR UT",0,00 
5896,"PARCHE 8"" UT REMO TRANSPARENTE",0,00 
5900300281199,CARPETA TRANSPARENTE MOTIVOS MUSICALES,0,00 
5905WOHK,PERCHERO CORCHEA BLANCO O NEGRO,0,00 
5906,"PARCHE 22"" UT REMO PINESTRIPE TRANSPARENTE",0,00 
5906360105858,VELA REDONDA GRANDE VIOLÍN Y PENTAGRAMAS,0,00 
5907795200361,CARPETA CHOPIN BEIGE,0,00 
5908,FUNDA CAJÓN 49X30X31 CMS 10MM POLIETILENO - 5908,2,00 
5922,MANIVELA CUERDAS GUITARRA A009P,0,00 
5937,"CAJA INFANTIL 8""X4"" BORDONERO. db0086",0,00 
5960,CORBATA NOTAS (NEGRA Y FUCSIA),0,00 
5961,CORBATA PIANO,0,00 
5962,LÁPIZ COLORES ORTOLÁ CLAVE SOL,0,00 
5967,PARAGUAS PLEGABLE ORTOLÁ,1,00 
5969,PARAGUAS BASTÓN ORTOLÁ,0,00 
5971,TAZA ORTOLÁ CON TAPA (PIANO O PENTAGRAMA),0,00 
5990,SORDINA TROMPETA STRAIGHT,0,00 
5991,SORDINA TROMPETA PRACTICE,0,00 
5RD,CAJA INFANTIL JINBAO 10X5 ROJA,0,00 
600201,BANDOLERA GUITARRA RENEGADE NEGRA/ROJA KELLER,0,00 
6008J,SOPORTE CENCERRO JINBAO,0,00 
6010,CEJILLA TORNILLO GUIT.CLÁSICA ALICE,0,00 
602401548206,UKELELE KOHALA AKAMAI SOPRANO AK-SL,0,00 
6028SM,CAJA CHINA PLANA HAYA INFANTIL D TAMBOR C/ SOPORTE,1,00 
602B,GUITARRA ELÉCTRICA ACADEMY NEGRA,0,00 
6038,FUNDA FLAUTA HB79-V,1,00 
6039,FUNDA FLAUTA HB79-C,2,00 
606110023788,JUEGO DE TONOS. JUEGO DE CARTAS,0,00 
6062SM,CAJA CHINA HAYA UNA RANURA CON SOPORTE 6062SM,2,00 
6064,"PARCHE 12"" AMBASSADOR TRANSPARENTE",0,00 
6065,"PARCHE 13"" UT AMBASSADOR TRANSPARENTE 6065-909",1,00 
6065092,"PARCHE 13"" UT AMBASSADOR TRANSPARENTE AUT 0313 BA",0,00 
6072,"PARCHE 12"" UT REMO NEGRO STANDARD",0,00 
608473156318,CEJILLA ADMIRA UKELELE MADERA,2,00 
608473156332,CEJILLA GUITARRA CLÁSICA CMCA (COLOR MADERA),0,00 
60SL,CABLE LEEM PROFESSIONAL PWT-6 OSL,0,00 
6118,COLGADOR CORNETA DE PIEL,2,00 
611820001605,AFINADOR PINZA SNARK SN1,0,00 
6121115P,BOQUILLA DE TROMBÓN MOD BACH 6 1/2AL,0,00 
615055ST,"CAJA METÁLICA 14"" X 5,5""",0,00 
615140,CUERDA 1ª(MI) VIOLÍN 1/2 3/4 PIRASTRO PIRANITO,0,00 
615440,CUERDA 4ª (SOL) VIOLÍN 1/2 PIRASTRO PIRANITO,2,00 
616022100460,FUNDA BAQUETAS PRO-MARK DSB-4,0,00 
616022105281,BAQUETA PROMARK 5A NYLON HICKORY TX,0,00 
616022105298,BAQUETA PROMARK 5A HICKORY TX,0,00 
616022105304,BAQUETAS PRO MARK 5B PUNTA NYLON,0,00 
616022124886,BAQUETA PROMARK.LA SPECIAL 2B PUNTA NYLON,0,00 
616022124923,BAQUETA PROMARK.LA SPECIAL.5B PUNTA DE NYLON,0,00 
616022124978,BAQUETA PROMARK.LA SPECIAL 7A PUNTA DE NYLON,0,00 
618,ZAMBOMBA 12x14 cms SAMBA,0,00 
6196,CEJILLA GUIT.CLÁSICA ORTOLÁ,0,00 
619659125905,PENDRIVE SANDISK CRUZER BLADE 128GB,0,00 
621529,BAJO ELÉCTRICO MILESTONE BLACK (5 CUERDAS),0,00 
625966,UKELELE OQAN, WAILELE NATURE,0,00 
6267,FUNDA UKELELE TENOR REF 32 MOCHILA TURQUESA,0,00 
6351,ATRIL DIRECTOR ORTOLÁ YP304,0,00 
6353,ATRIL SOBREMESA NEGRO ORTOLÁ,2,00 
6354,SOPORTE SAXO ALTO ORTOLÁ,0,00 
635464193564,KIT MANTENIMIENTO TROMPETA JUPITER,0,00 
635464250076,FLAUTA JUPITER 507-SR E-SC ABIERTOS.MEC DE MI.ESTU,0,00 
635464291307,KIT MANTENIMIENTO CLARINETE JUPITER,0,00 
635464391885,KIT MANTENIMIENTO SAXOFÓN,0,00 
635464410043,ATRIL DE PIE HERCULES BS100B,0,00 
635464420066,SOPORTE GUITARRA HERCULES PLEGABLE ESPAÑOLA O ACÚS,0,00 
635464420127,SOPORTE GUITARRA PARED HERCULES GSP38WB,0,00 
635464420257,SOPORTE MINI GUITARRA ELÉCTRICA/BAJO HERCULES 402B,0,00 
635464420486,SOPORTE GUITARRA CLÁSICA HERCULES TRAVLITE GS301B,0,00 
635464420677,SOPORTE VIOLÍN/VIOLA HERCULES TRAVEL GS-303B,0,00 
635464420745,SOPORTE PARED HERCULES BASE MADERA GSP29WB,0,00 
635464420899,SOPORTE GUITARRA PARED HERCULES 38WB PLUS,3,00 
635464450001,BANQUITO APOYA PIE HERCULES,0,00 
635464453002,SOPORTE HERCULES TROMPETA DS510B,0,00 
635464453033,SOPORTE FLAUTA-CLARINETE-FLAUTÍN DS543B HÉRCULES,0,00 
635464453040,SOPORTE TROMBON HERCULES DS-520B,0,00 
635464453187,SOPORTE TROMPETA HERCULES DS-510B,0,00 
635464453477,SOPORTE TROMPETA HERCULES TRAVEL LITE DS-410B,0,00 
635464453538,SOPORTE CELLO HERCULES DS-580B,0,00 
635464453606,SOPORTE VIOLÍN HERCULES,0,00 
635464453651,SOPORTE CLAR BAJO/FAGOT HERCULES DS-561B,0,00 
635464453804,SOPORTE CLARINETE HERCULES TRAV LITE DS440B,0,00 
635464642338,PEDAL HI-HAT CHASTON MAPEX H-500,0,00 
6365,SOPORTE GUITARRA SIMPLE A-STYLE GST-105-2,0,00 
636827300940,AURICULARES FOSTEX TH5B,0,00 
6369,ESTUCHE VIOLIN RAPSODY ELEGANCE RECTANGULAR ,0,00 
637122204926,CORRECTOR DEDOS CLARINETE CLASSICAL FINGERS,0,00 
639690000160,CUERDA 4ª GUI.CLÁSICA AUGUSTINE NEGRA,0,00 
639690000177,CUERDA 5ª GUIT.CLÁSICA AUGUSTINE NEGRA,0,00 
639690000184,CUERDA 6ª GUIT.CLÁSICA AUGUSTINE NEGRA,0,00 
639690000252,1º CUERDA GUITARRA AUGUSTINE REGALS,0,00 
639690000269,2º CUERDA GUITARRA AUGUSTINE REGALS,0,00 
639690000276,3º CUERDA GUITARRA AUGUSTINE REGALS,0,00 
639690000283,1º CUERDA GUITARRA AUGUSTINE IMPERIAL,0,00 
639690000290,2º CUERDA GUITARRA AUGUSTINE IMPERIAL,0,00 
639690000306,3º CUERDA GUITARRA AUGUSTINE IMPERIAL,0,00 
639690002041,JUEGO CUERDAS GUITARRA CLÁSICA AUGUSTINE NEGRAS. T,0,00 
641064001994,BOQUILLA TUBA BACH MOD.25,0,00 
641064002281,BOQUILLA TROMBÓN BACH TUB. ANCHA 6 1/2 AL,0,00 
641064004490,BOQUILLA BACH TROMPETA 1  1/4-C,0,00 
641064004513,BOQUILLA TROMPETA BACH 1 1/2C,0,00 
641064005107,BOQUILLA TROMPETA BACH 7C,0,00 
641064005145,BOQUILLA BACH TROMPETA 7E PLATEADA,0,00 
641064005152,BOQUILLA BACH TROMPETA 7EW PLATEADA,0,00 
641064052255,ACEITE BACH ROTOR OIL MOD-1886,0,00 
641064052798,TUNING SLIDE GREASE 1887 BACH,0,00 
641064052835,ACEITE BACH VALVE MOD-1885 PISTONES,0,00 
641064066726,PULIDOR SELMER SILVER POLISH,2,00 
641064080746,APOYA PULGAR MANO IZQUIERDA FLAUTA TRAVESERA,1,00 
641064539282,GAMUZA INSTRUMENTOS PLATEADOS 2955,3,00 
641064539299,GAMUZA INTRUMENTOS LACADOS 2952,3,00 
641064848094,TROMBÓN TENOR PBONE PVC,0,00 
